# {"t_start": 1545324613.4169803, "env_id": "MountainCar-v0"} 
r,l,t
-3.0,3,0.602771
-3.0,3,0.604536
-3.0,3,0.606425
-3.0,3,0.608177
-3.0,3,0.609991
-3.0,3,0.611916
-3.0,3,0.613662
-3.0,3,0.61559
-3.0,3,0.61733
-3.0,3,0.619196
-3.0,3,0.62123
-3.0,3,0.623163
-3.0,3,0.624861
-3.0,3,0.626438
-3.0,3,0.628082
-3.0,3,0.629996
-3.0,3,0.63199
-3.0,3,0.633841
-3.0,3,0.635625
-3.0,3,0.637435
-3.0,3,0.639254
-3.0,3,0.64099
-3.0,3,0.642844
-3.0,3,0.644755
-3.0,3,0.646585
-3.0,3,0.64842
-3.0,3,0.65019
-3.0,3,0.651956
-3.0,3,0.653807
-3.0,3,0.655549
-3.0,3,0.657398
-3.0,3,0.659114
-3.0,3,0.660971
-3.0,3,0.662864
-3.0,3,0.664705
-3.0,3,0.666561
-3.0,3,0.668195
-3.0,3,0.669885
-3.0,3,0.671495
-3.0,3,0.673096
-3.0,3,0.674799
-3.0,3,0.689064
-3.0,3,0.691061
-3.0,3,0.692846
-3.0,3,0.694831
-3.0,3,0.696714
-3.0,3,0.698659
-3.0,3,0.700598
-3.0,3,0.702239
-3.0,3,0.704333
-3.0,3,0.706393
-3.0,3,0.708258
-3.0,3,0.710086
-3.0,3,0.711815
-3.0,3,0.713565
-3.0,3,0.715496
-3.0,3,0.717511
-3.0,3,0.719533
-3.0,3,0.72128
-3.0,3,0.722972
-3.0,3,0.724501
-3.0,3,0.726377
-3.0,3,0.728152
-3.0,3,0.730056
-3.0,3,0.731914
-3.0,3,0.73378
-3.0,3,0.735595
-3.0,3,0.737401
-3.0,3,0.739115
-3.0,3,0.740835
-3.0,3,0.74248
-3.0,3,0.744276
-3.0,3,0.746012
-3.0,3,0.747657
-3.0,3,0.749318
-3.0,3,0.751042
-3.0,3,0.752794
-3.0,3,0.754531
-3.0,3,0.75634
-3.0,3,0.758157
-3.0,3,0.760016
-3.0,3,0.761772
-3.0,3,0.763535
-3.0,3,0.765359
-3.0,3,0.767078
-3.0,3,0.768773
-3.0,3,0.770449
-3.0,3,0.772044
-3.0,3,0.773574
-3.0,3,0.775103
-3.0,3,0.776941
-3.0,3,0.778635
-3.0,3,0.78038
-3.0,3,0.782201
-3.0,3,0.78374
-3.0,3,0.785446
-3.0,3,0.787327
-3.0,3,0.789284
-3.0,3,0.791141
-3.0,3,0.792861
-3.0,3,0.794519
-3.0,3,0.796315
-3.0,3,0.798124
-3.0,3,0.799836
-3.0,3,0.80163
-3.0,3,0.803427
-3.0,3,0.805315
-3.0,3,0.807173
-3.0,3,0.808763
-3.0,3,0.810368
-3.0,3,0.812148
-3.0,3,0.813895
-3.0,3,0.815786
-3.0,3,0.817703
-3.0,3,0.819271
-3.0,3,0.821045
-3.0,3,0.822724
-3.0,3,0.824402
-3.0,3,0.826438
-3.0,3,0.828459
-3.0,3,0.830459
-3.0,3,0.832481
-3.0,3,0.83449
-3.0,3,0.836442
-3.0,3,0.838339
-3.0,3,0.840294
-3.0,3,0.842319
-3.0,3,0.844298
-3.0,3,0.846323
-3.0,3,0.848238
-3.0,3,0.850186
-3.0,3,0.852174
-3.0,3,0.854229
-3.0,3,0.856146
-3.0,3,0.857995
-3.0,3,0.859921
-3.0,3,0.861831
-3.0,3,0.863757
-3.0,3,0.865645
-3.0,3,0.867501
-3.0,3,0.869428
-3.0,3,0.871385
-3.0,3,0.873404
-3.0,3,0.875362
-3.0,3,0.87728
-3.0,3,0.879014
-3.0,3,0.880801
-3.0,3,0.882908
-3.0,3,0.884894
-3.0,3,0.88688
-3.0,3,0.888808
-3.0,3,0.89076
-3.0,3,0.892655
-3.0,3,0.894583
-3.0,3,0.896452
-3.0,3,0.898249
-3.0,3,0.900032
-3.0,3,0.90173
-3.0,3,0.903471
-3.0,3,0.905313
-3.0,3,0.907057
-3.0,3,0.90875
-3.0,3,0.910535
-3.0,3,0.912261
-3.0,3,0.913989
-3.0,3,0.915682
-3.0,3,0.917365
-3.0,3,0.919164
-3.0,3,0.920876
-3.0,3,0.922644
-3.0,3,0.924496
-3.0,3,0.92621
-3.0,3,0.927983
-3.0,3,0.929868
-3.0,3,0.931905
-3.0,3,0.933956
-3.0,3,0.935836
-3.0,3,0.937513
-3.0,3,0.939246
-3.0,3,0.940998
-3.0,3,0.942796
-3.0,3,0.944886
-3.0,3,0.946585
-3.0,3,0.948493
-3.0,3,0.950526
-3.0,3,0.952303
-3.0,3,0.954169
-3.0,3,0.956169
-3.0,3,0.95813
-3.0,3,0.960206
-3.0,3,0.962204
-3.0,3,0.964107
-3.0,3,0.96599
-3.0,3,0.967775
-3.0,3,0.969512
-3.0,3,0.971208
-3.0,3,0.972939
-3.0,3,0.974761
-3.0,3,0.976589
-3.0,3,0.978421
-3.0,3,0.980244
-3.0,3,0.982078
-3.0,3,0.983772
-3.0,3,0.985565
-3.0,3,0.987386
-3.0,3,0.989081
-3.0,3,0.990958
-3.0,3,0.992483
-3.0,3,0.994245
-3.0,3,0.996127
-3.0,3,0.997927
-3.0,3,0.999715
-3.0,3,1.00157
-3.0,3,1.003578
-3.0,3,1.005394
-3.0,3,1.007164
-3.0,3,1.008945
-3.0,3,1.010634
-3.0,3,1.012335
-3.0,3,1.014111
-3.0,3,1.016374
-3.0,3,1.018167
-3.0,3,1.019783
-3.0,3,1.021475
-3.0,3,1.023248
-3.0,3,1.024897
-3.0,3,1.026525
-3.0,3,1.028226
-3.0,3,1.030291
-3.0,3,1.032305
-3.0,3,1.034443
-3.0,3,1.036203
-3.0,3,1.037978
-3.0,3,1.03979
-3.0,3,1.041526
-3.0,3,1.04342
-3.0,3,1.045251
-3.0,3,1.047159
-3.0,3,1.048885
-3.0,3,1.050599
-3.0,3,1.052526
-3.0,3,1.054502
-3.0,3,1.056586
-3.0,3,1.058489
-3.0,3,1.060323
-3.0,3,1.062192
-3.0,3,1.064094
-3.0,3,1.065868
-3.0,3,1.067694
-3.0,3,1.069972
-3.0,3,1.071935
-3.0,3,1.073675
-3.0,3,1.075599
-3.0,3,1.077243
-3.0,3,1.07892
-3.0,3,1.080732
-3.0,3,1.082756
-3.0,3,1.084872
-3.0,3,1.086599
-3.0,3,1.088508
-3.0,3,1.090824
-3.0,3,1.092466
-3.0,3,1.094237
-3.0,3,1.096179
-3.0,3,1.098087
-3.0,3,1.099772
-3.0,3,1.101441
-3.0,3,1.103029
-3.0,3,1.104665
-3.0,3,1.106396
-3.0,3,1.108121
-3.0,3,1.110346
-3.0,3,1.112135
-3.0,3,1.114121
-3.0,3,1.116271
-3.0,3,1.117975
-3.0,3,1.119596
-3.0,3,1.121231
-3.0,3,1.122774
-3.0,3,1.124493
-3.0,3,1.12607
-3.0,3,1.128048
-3.0,3,1.130156
-3.0,3,1.131901
-3.0,3,1.133848
-3.0,3,1.135724
-3.0,3,1.137458
-3.0,3,1.139739
-3.0,3,1.141581
-3.0,3,1.143657
-3.0,3,1.145617
-3.0,3,1.147335
-3.0,3,1.149038
-3.0,3,1.150615
-3.0,3,1.152144
-3.0,3,1.153729
-3.0,3,1.155372
-3.0,3,1.156956
-3.0,3,1.158542
-3.0,3,1.160183
-3.0,3,1.161859
-3.0,3,1.163381
-3.0,3,1.165024
-3.0,3,1.166605
-3.0,3,1.168049
-3.0,3,1.169945
-3.0,3,1.171589
-3.0,3,1.173089
-3.0,3,1.174609
-3.0,3,1.176139
-3.0,3,1.177624
-3.0,3,1.179162
-3.0,3,1.180715
-3.0,3,1.18226
-3.0,3,1.18384
-3.0,3,1.185462
-3.0,3,1.187005
-3.0,3,1.188462
-3.0,3,1.189993
-3.0,3,1.191478
-3.0,3,1.192954
-3.0,3,1.194448
-3.0,3,1.195976
-3.0,3,1.197498
-3.0,3,1.199023
-3.0,3,1.200587
-3.0,3,1.202113
-3.0,3,1.203609
-3.0,3,1.205168
-3.0,3,1.206694
-3.0,3,1.208221
-3.0,3,1.209689
-3.0,3,1.211251
-3.0,3,1.212775
-3.0,3,1.214318
-3.0,3,1.215917
-3.0,3,1.217438
-3.0,3,1.218963
-3.0,3,1.220481
-3.0,3,1.222036
