# {"t_start": 1545323757.01304, "env_id": "MountainCar-v0"} 
r,l,t
-3.0,3,1.369919
-3.0,3,1.371591
-3.0,3,1.373354
-3.0,3,1.374944
-3.0,3,1.376549
-3.0,3,1.378388
-3.0,3,1.380074
-3.0,3,1.381725
-3.0,3,1.383369
-3.0,3,1.384997
-3.0,3,1.386609
-3.0,3,1.388244
-3.0,3,1.39009
-3.0,3,1.391778
-3.0,3,1.393405
-3.0,3,1.395404
-3.0,3,1.397087
-3.0,3,1.398716
-3.0,3,1.400361
-3.0,3,1.402169
-3.0,3,1.40378
-3.0,3,1.405641
-3.0,3,1.407305
-3.0,3,1.408851
-3.0,3,1.410342
-3.0,3,1.412542
-3.0,3,1.414138
-3.0,3,1.41571
-3.0,3,1.417288
-3.0,3,1.418949
-3.0,3,1.420702
-3.0,3,1.422591
-3.0,3,1.424988
-3.0,3,1.426591
-3.0,3,1.428557
-3.0,3,1.430276
-3.0,3,1.43187
-3.0,3,1.43358
-3.0,3,1.435114
-3.0,3,1.436794
-3.0,3,1.438329
-3.0,3,1.439952
-3.0,3,1.441544
-3.0,3,1.443247
-3.0,3,1.444861
-3.0,3,1.446553
-3.0,3,1.448566
-3.0,3,1.450947
-3.0,3,1.452698
-3.0,3,1.454351
-3.0,3,1.456295
-3.0,3,1.457932
-3.0,3,1.459542
-3.0,3,1.461057
-3.0,3,1.46327
-3.0,3,1.464862
-3.0,3,1.466789
-3.0,3,1.468771
-3.0,3,1.470739
-3.0,3,1.472497
-3.0,3,1.474103
-3.0,3,1.47574
-3.0,3,1.477495
-3.0,3,1.479332
-3.0,3,1.481298
-3.0,3,1.483493
-3.0,3,1.48513
-3.0,3,1.486814
-3.0,3,1.488438
-3.0,3,1.490423
-3.0,3,1.492033
-3.0,3,1.493828
-3.0,3,1.496101
-3.0,3,1.498227
-3.0,3,1.499964
-3.0,3,1.501588
-3.0,3,1.50327
-3.0,3,1.504994
-3.0,3,1.506798
-3.0,3,1.508315
-3.0,3,1.509785
-3.0,3,1.511299
-3.0,3,1.513513
-3.0,3,1.515614
-3.0,3,1.517367
-3.0,3,1.519106
-3.0,3,1.520827
-3.0,3,1.522869
-3.0,3,1.52457
-3.0,3,1.526186
-3.0,3,1.528103
-3.0,3,1.529905
-3.0,3,1.531633
-3.0,3,1.534088
-3.0,3,1.535758
-3.0,3,1.537429
-3.0,3,1.539058
-3.0,3,1.54087
-3.0,3,1.542556
-3.0,3,1.54425
-3.0,3,1.545891
-3.0,3,1.547747
-3.0,3,1.549499
-3.0,3,1.551201
-3.0,3,1.552869
-3.0,3,1.554465
-3.0,3,1.556104
-3.0,3,1.557704
-3.0,3,1.559195
-3.0,3,1.560705
-3.0,3,1.562265
-3.0,3,1.563874
-3.0,3,1.565473
-3.0,3,1.567692
-3.0,3,1.569341
-3.0,3,1.570932
-3.0,3,1.572513
-3.0,3,1.574159
-3.0,3,1.575631
-3.0,3,1.577125
-3.0,3,1.578761
-3.0,3,1.581017
-3.0,3,1.582704
-3.0,3,1.58428
-3.0,3,1.585933
-3.0,3,1.587467
-3.0,3,1.589376
-3.0,3,1.591072
-3.0,3,1.59266
-3.0,3,1.594533
-3.0,3,1.596401
-3.0,3,1.59807
-3.0,3,1.600267
-3.0,3,1.60183
-3.0,3,1.603364
-3.0,3,1.604903
-3.0,3,1.606501
-3.0,3,1.608141
-3.0,3,1.610271
-3.0,3,1.612321
-3.0,3,1.614447
-3.0,3,1.616551
-3.0,3,1.619169
-3.0,3,1.620906
-3.0,3,1.622573
-3.0,3,1.624163
-3.0,3,1.625996
-3.0,3,1.627821
-3.0,3,1.62965
-3.0,3,1.631949
-3.0,3,1.63381
-3.0,3,1.63543
-3.0,3,1.637208
-3.0,3,1.639125
-3.0,3,1.640949
-3.0,3,1.642913
-3.0,3,1.644999
-3.0,3,1.647013
-3.0,3,1.649027
-3.0,3,1.651662
-3.0,3,1.653287
-3.0,3,1.655186
-3.0,3,1.657134
-3.0,3,1.659098
-3.0,3,1.661099
-3.0,3,1.663493
-3.0,3,1.665706
-3.0,3,1.667521
-3.0,3,1.669334
-3.0,3,1.671101
-3.0,3,1.673082
-3.0,3,1.674902
-3.0,3,1.676839
-3.0,3,1.678463
-3.0,3,1.680047
-3.0,3,1.681717
-3.0,3,1.683967
-3.0,3,1.685529
-3.0,3,1.687015
-3.0,3,1.688964
-3.0,3,1.690985
-3.0,3,1.692955
-3.0,3,1.694792
-3.0,3,1.696674
-3.0,3,1.698685
-3.0,3,1.700632
-3.0,3,1.702293
-3.0,3,1.704154
-3.0,3,1.706097
-3.0,3,1.708029
-3.0,3,1.709921
-3.0,3,1.711722
-3.0,3,1.713505
-3.0,3,1.715233
-3.0,3,1.716992
-3.0,3,1.718583
-3.0,3,1.720235
-3.0,3,1.721908
-3.0,3,1.723605
-3.0,3,1.725248
-3.0,3,1.726855
-3.0,3,1.728486
-3.0,3,1.730052
-3.0,3,1.731624
-3.0,3,1.733149
-3.0,3,1.734677
-3.0,3,1.736272
-3.0,3,1.737742
-3.0,3,1.739273
-3.0,3,1.740834
-3.0,3,1.742415
-3.0,3,1.743963
-3.0,3,1.745519
-3.0,3,1.747079
-3.0,3,1.748815
-3.0,3,1.750494
-3.0,3,1.752181
-3.0,3,1.753923
-3.0,3,1.755597
-3.0,3,1.757226
-3.0,3,1.758971
-3.0,3,1.760651
-3.0,3,1.762371
-3.0,3,1.764088
-3.0,3,1.765784
-3.0,3,1.767514
-3.0,3,1.769216
-3.0,3,1.770934
-3.0,3,1.772667
-3.0,3,1.77447
-3.0,3,1.776002
-3.0,3,1.777607
-3.0,3,1.779274
-3.0,3,1.780903
-3.0,3,1.782536
-3.0,3,1.784113
-3.0,3,1.785753
-3.0,3,1.787384
-3.0,3,1.788982
-3.0,3,1.790645
-3.0,3,1.792239
-3.0,3,1.793761
-3.0,3,1.795286
-3.0,3,1.796856
-3.0,3,1.798474
