# {"t_start": 1545291074.94572, "env_id": "MountainCar-v0"} 
r,l,t
-3.0,3,1.528628
-3.0,3,1.53041
-3.0,3,1.532116
-3.0,3,1.533733
-3.0,3,1.535297
-3.0,3,1.536927
-3.0,3,1.538635
-3.0,3,1.540381
-3.0,3,1.542112
-3.0,3,1.543842
-3.0,3,1.545455
-3.0,3,1.547125
-3.0,3,1.548821
-3.0,3,1.550452
-3.0,3,1.552081
-3.0,3,1.553703
-3.0,3,1.555305
-3.0,3,1.556922
-3.0,3,1.558633
-3.0,3,1.560154
-3.0,3,1.561732
-3.0,3,1.563238
-3.0,3,1.564744
-3.0,3,1.566371
-3.0,3,1.5682
-3.0,3,1.569861
-3.0,3,1.571767
-3.0,3,1.573578
-3.0,3,1.575125
-3.0,3,1.576762
-3.0,3,1.578629
-3.0,3,1.580232
-3.0,3,1.581915
-3.0,3,1.583446
-3.0,3,1.585
-3.0,3,1.586697
-3.0,3,1.588636
-3.0,3,1.590453
-3.0,3,1.592181
-3.0,3,1.596228
-3.0,3,1.598429
-3.0,3,1.600227
-3.0,3,1.601969
-3.0,3,1.604287
-3.0,3,1.605997
-3.0,3,1.607616
-3.0,3,1.609179
-3.0,3,1.610838
-3.0,3,1.612689
-3.0,3,1.614431
-3.0,3,1.616091
-3.0,3,1.617808
-3.0,3,1.619442
-3.0,3,1.620988
-3.0,3,1.622473
-3.0,3,1.624054
-3.0,3,1.625962
-3.0,3,1.627653
-3.0,3,1.62924
-3.0,3,1.63101
-3.0,3,1.632777
-3.0,3,1.634622
-3.0,3,1.636553
-3.0,3,1.638416
-3.0,3,1.640138
-3.0,3,1.641903
-3.0,3,1.64369
-3.0,3,1.645387
-3.0,3,1.647017
-3.0,3,1.648561
-3.0,3,1.650343
-3.0,3,1.651982
-3.0,3,1.653676
-3.0,3,1.655317
-3.0,3,1.657094
-3.0,3,1.658883
-3.0,3,1.660539
-3.0,3,1.662144
-3.0,3,1.66376
-3.0,3,1.665397
-3.0,3,1.667057
-3.0,3,1.668708
-3.0,3,1.67042
-3.0,3,1.672059
-3.0,3,1.67373
-3.0,3,1.6754
-3.0,3,1.677309
-3.0,3,1.67922
-3.0,3,1.681126
-3.0,3,1.683029
-3.0,3,1.684883
-3.0,3,1.686672
-3.0,3,1.688559
-3.0,3,1.690339
-3.0,3,1.692248
-3.0,3,1.694033
-3.0,3,1.695754
-3.0,3,1.697595
-3.0,3,1.699412
-3.0,3,1.7012
-3.0,3,1.702951
-3.0,3,1.704809
-3.0,3,1.706584
-3.0,3,1.708433
-3.0,3,1.71018
-3.0,3,1.711932
-3.0,3,1.713758
-3.0,3,1.7156
-3.0,3,1.717465
-3.0,3,1.71922
-3.0,3,1.721029
-3.0,3,1.722734
-3.0,3,1.724549
-3.0,3,1.726409
-3.0,3,1.72826
-3.0,3,1.730152
-3.0,3,1.73189
-3.0,3,1.733627
-3.0,3,1.735389
-3.0,3,1.73709
-3.0,3,1.738854
-3.0,3,1.740612
-3.0,3,1.742201
-3.0,3,1.743747
-3.0,3,1.745285
-3.0,3,1.746854
-3.0,3,1.748433
-3.0,3,1.750007
-3.0,3,1.751598
-3.0,3,1.753212
-3.0,3,1.754796
-3.0,3,1.756402
-3.0,3,1.757978
-3.0,3,1.759592
-3.0,3,1.761199
-3.0,3,1.841644
-15.0,15,1.849633
-15.0,15,1.857274
-17.0,17,1.866136
-17.0,17,1.874813
-15.0,15,1.882411
-19.0,19,1.89177
-14.0,14,1.898289
-17.0,17,1.90626
-21.0,21,1.917391
-17.0,17,1.926662
-15.0,15,1.935057
-16.0,16,1.943871
-15.0,15,1.952491
-16.0,16,1.961244
-15.0,15,1.969301
-16.0,16,1.97783
-15.0,15,1.98612
-19.0,19,1.997316
-15.0,15,2.00648
-17.0,17,2.016682
-14.0,14,2.024132
-15.0,15,2.032255
-15.0,15,2.040341
-17.0,17,2.049417
-17.0,17,2.05863
-15.0,15,2.066898
-19.0,19,2.077157
-16.0,16,2.085116
-17.0,17,2.094557
-15.0,15,2.102915
-15.0,15,2.111506
-16.0,16,2.120114
-18.0,18,2.129787
-15.0,15,2.137829
-15.0,15,2.145777
-16.0,16,2.154291
-15.0,15,2.162202
-16.0,16,2.171197
-16.0,16,2.179439
-16.0,16,2.187799
-16.0,16,2.195513
-15.0,15,2.20252
-15.0,15,2.209554
-14.0,14,2.216161
-14.0,14,2.222732
-17.0,17,2.230727
-18.0,18,2.239183
-15.0,15,2.246268
-17.0,17,2.25432
-17.0,17,2.262371
-16.0,16,2.269948
-15.0,15,2.276827
-15.0,15,2.283768
-17.0,17,2.291907
-18.0,18,2.300622
-17.0,17,2.308876
-16.0,16,2.316519
-15.0,15,2.323675
-16.0,16,2.331306
-18.0,18,2.340477
-14.0,14,2.348473
-17.0,17,2.35809
-18.0,18,2.368303
-15.0,15,2.376152
-17.0,17,2.385934
-18.0,18,2.395971
-14.0,14,2.403195
-17.0,17,2.411857
-16.0,16,2.420036
-15.0,15,2.427701
-19.0,19,2.43745
-18.0,18,2.44657
-15.0,15,2.454254
-18.0,18,2.463439
-15.0,15,2.471317
-16.0,16,2.479535
-16.0,16,2.487712
-17.0,17,2.496402
-16.0,16,2.504652
-15.0,15,2.512558
-16.0,16,2.520707
-15.0,15,2.528535
-17.0,17,2.537286
-14.0,14,2.544525
-17.0,17,2.553132
-18.0,18,2.562349
-15.0,15,2.570125
-17.0,17,2.578842
-16.0,16,2.587234
-16.0,16,2.59586
-15.0,15,2.604198
-17.0,17,2.613367
-15.0,15,2.621643
-14.0,14,2.63031
-16.0,16,2.639122
-16.0,16,2.647913
-17.0,17,2.657692
-16.0,16,2.667404
-15.0,15,2.67594
-14.0,14,2.683416
-17.0,17,2.693595
-16.0,16,2.702491
-16.0,16,2.711754
-18.0,18,2.721003
-15.0,15,2.729221
-18.0,18,2.738968
-21.0,21,2.750329
-17.0,17,2.759956
-15.0,15,2.768839
-18.0,18,2.779223
-16.0,16,2.788521
-17.0,17,2.798373
-15.0,15,2.806511
-17.0,17,2.815106
-15.0,15,2.823374
-17.0,17,2.832439
-16.0,16,2.84137
-14.0,14,2.849449
-15.0,15,2.858833
-16.0,16,2.868942
-16.0,16,2.879274
-15.0,15,2.887952
-17.0,17,2.897843
-15.0,15,2.907181
-15.0,15,2.915822
-17.0,17,2.925225
-18.0,18,2.997167
-200.0,200,3.113656
-200.0,200,3.219708
-200.0,200,3.324402
-200.0,200,3.432961
-200.0,200,3.543183
-200.0,200,3.650855
-200.0,200,3.759324
-43.0,43,3.782171
-33.0,33,3.799851
-200.0,200,3.90703
-200.0,200,4.066167
-200.0,200,4.235202
-36.0,36,4.269966
-200.0,200,4.406218
-200.0,200,4.519465
-200.0,200,4.664197
-200.0,200,4.775725
-200.0,200,4.878259
-200.0,200,4.979591
-43.0,43,5.00301
-200.0,200,5.121911
-200.0,200,5.235141
-200.0,200,5.343018
-30.0,30,5.35948
-32.0,32,5.376842
-200.0,200,5.546509
-200.0,200,5.658265
-200.0,200,5.771876
-29.0,29,5.792258
-200.0,200,5.905947
-200.0,200,6.020504
-200.0,200,6.15703
-31.0,31,6.175083
-38.0,38,6.19657
-200.0,200,6.308002
-200.0,200,6.416079
-200.0,200,6.517959
-200.0,200,6.626435
-200.0,200,6.785312
-33.0,33,6.802007
-33.0,33,6.818203
-200.0,200,6.924047
-200.0,200,7.052532
-200.0,200,7.157574
-200.0,200,7.267201
-200.0,200,7.371763
-200.0,200,7.486766
-200.0,200,7.604736
-200.0,200,7.714058
-200.0,200,7.821372
-40.0,40,7.893031
-200.0,200,8.002944
-200.0,200,8.125168
-200.0,200,8.239596
-200.0,200,8.348619
-32.0,32,8.367523
-200.0,200,8.480519
-200.0,200,8.598804
-200.0,200,8.730633
-135.0,135,8.8053
-200.0,200,8.913955
-40.0,40,8.935571
-200.0,200,9.055234
-200.0,200,9.234627
-200.0,200,9.350748
-200.0,200,9.458587
-200.0,200,9.578693
-200.0,200,9.695901
-200.0,200,9.795483
-200.0,200,9.896942
-200.0,200,10.005935
-200.0,200,10.118141
-200.0,200,10.230317
-200.0,200,10.388124
-200.0,200,10.506215
-140.0,140,10.588959
-200.0,200,10.690885
-200.0,200,10.794331
-200.0,200,10.90313
-200.0,200,11.00166
-200.0,200,11.102942
-200.0,200,11.204689
-29.0,29,11.218984
-200.0,200,11.322724
-200.0,200,11.476638
-200.0,200,11.584665
-200.0,200,11.688565
-200.0,200,11.802048
-200.0,200,11.911338
-200.0,200,12.022624
-200.0,200,12.123383
-40.0,40,12.143492
-46.0,46,12.167122
-31.0,31,12.185427
-200.0,200,12.301209
-200.0,200,12.412136
-34.0,34,12.430288
-200.0,200,12.538991
-33.0,33,12.559537
-200.0,200,12.723896
-29.0,29,12.7389
-41.0,41,12.75822
-200.0,200,12.860124
-200.0,200,12.961283
-200.0,200,13.073262
-200.0,200,13.183918
-200.0,200,13.283447
-43.0,43,13.308033
-200.0,200,13.408748
-44.0,44,13.429283
-200.0,200,13.541776
-200.0,200,13.650583
-200.0,200,13.806296
-42.0,42,13.82868
-200.0,200,13.931987
-33.0,33,13.951872
-200.0,200,14.06183
-200.0,200,14.168004
-33.0,33,14.18408
-200.0,200,14.293303
-200.0,200,14.394485
-38.0,38,14.412674
-200.0,200,14.516487
-200.0,200,14.625076
-200.0,200,14.717745
-200.0,200,14.870995
-27.0,27,14.88613
-200.0,200,14.99871
-38.0,38,15.018799
-42.0,42,15.040052
-200.0,200,15.147187
-200.0,200,15.253115
-200.0,200,15.356899
-200.0,200,15.464113
-200.0,200,15.576218
-200.0,200,15.685292
-200.0,200,15.806456
-200.0,200,15.918642
-138.0,138,16.03998
-31.0,31,16.055872
-200.0,200,16.158004
-200.0,200,16.275893
-200.0,200,16.398963
-200.0,200,16.526022
-200.0,200,16.643515
-200.0,200,16.751876
-41.0,41,16.776601
-200.0,200,16.892317
-200.0,200,16.990959
-200.0,200,17.098207
-30.0,30,17.113802
-200.0,200,17.272051
-33.0,33,17.288705
-200.0,200,17.395186
-28.0,28,17.409343
-200.0,200,17.553896
-200.0,200,17.719359
-200.0,200,17.856875
-200.0,200,17.973058
-200.0,200,18.086782
-41.0,41,18.110251
-200.0,200,18.220552
-200.0,200,18.336862
-200.0,200,18.447364
-200.0,200,18.616429
-34.0,34,18.633636
-54.0,54,18.663567
-34.0,34,18.682483
-200.0,200,18.798282
-141.0,141,18.877256
-200.0,200,18.991752
-200.0,200,19.104046
-200.0,200,19.219289
-28.0,28,19.23306
-29.0,29,19.249074
-35.0,35,19.269947
-39.0,39,19.290915
-200.0,200,19.399432
-32.0,32,19.415782
-200.0,200,19.52542
-31.0,31,19.542131
-200.0,200,19.65433
-200.0,200,19.819526
-32.0,32,19.838926
-34.0,34,19.859539
-33.0,33,19.877869
-31.0,31,19.895289
-27.0,27,19.911314
-30.0,30,19.928701
-200.0,200,20.039595
-29.0,29,20.055336
-40.0,40,20.075765
-31.0,31,20.094011
-30.0,30,20.111691
-34.0,34,20.12985
-31.0,31,20.147507
-29.0,29,20.162484
-166.0,166,20.254995
-30.0,30,20.272799
-50.0,50,20.302016
-148.0,148,20.384667
-34.0,34,20.402315
-27.0,27,20.416672
-30.0,30,20.432817
-27.0,27,20.448828
-29.0,29,20.464817
-31.0,31,20.481758
-200.0,200,20.595917
-139.0,139,20.67683
-46.0,46,20.702349
-28.0,28,20.721038
-152.0,152,20.808937
-39.0,39,20.830149
-200.0,200,20.995599
-42.0,42,21.019418
-45.0,45,21.044453
-200.0,200,21.152552
-146.0,146,21.233611
-200.0,200,21.343699
-200.0,200,21.451276
-200.0,200,21.562142
-157.0,157,21.647464
-200.0,200,21.757816
-200.0,200,21.87358
-200.0,200,21.984358
-200.0,200,22.15063
-200.0,200,22.264873
-53.0,53,22.293359
-200.0,200,22.403974
-161.0,161,22.488683
-200.0,200,22.608465
-42.0,42,22.634183
-41.0,41,22.659263
-45.0,45,22.685268
-42.0,42,22.709569
-47.0,47,22.736975
-51.0,51,22.765722
-161.0,161,22.863128
-200.0,200,22.986278
-189.0,189,23.092118
-48.0,48,23.119415
-44.0,44,23.147455
-42.0,42,23.175286
-200.0,200,23.300178
-200.0,200,23.480765
-40.0,40,23.504663
-64.0,64,23.54472
-74.0,74,23.586032
-200.0,200,23.704419
-41.0,41,23.728568
-44.0,44,23.753548
-35.0,35,23.775756
-39.0,39,23.797494
-53.0,53,23.829552
-174.0,174,23.93906
-47.0,47,23.971196
-200.0,200,24.098655
-40.0,40,24.12282
-53.0,53,24.156105
-39.0,39,24.180047
-42.0,42,24.201864
-40.0,40,24.224381
-65.0,65,24.260075
-42.0,42,24.284098
-72.0,72,24.32344
-43.0,43,24.348004
-44.0,44,24.377557
-200.0,200,24.531177
-200.0,200,24.657629
-40.0,40,24.745376
-47.0,47,24.775254
-42.0,42,24.799703
-36.0,36,24.822168
-41.0,41,24.846775
-40.0,40,24.870085
-39.0,39,24.89384
-36.0,36,24.91381
-46.0,46,24.937066
-38.0,38,24.95779
-42.0,42,24.982492
-42.0,42,25.006168
-40.0,40,25.028135
-35.0,35,25.046244
-36.0,36,25.06523
-41.0,41,25.087533
-35.0,35,25.108746
-39.0,39,25.131564
-38.0,38,25.152573
-68.0,68,25.190389
-39.0,39,25.211847
-45.0,45,25.235939
-45.0,45,25.260534
-40.0,40,25.283044
-41.0,41,25.305879
-55.0,55,25.337886
-47.0,47,25.371735
-41.0,41,25.399311
-36.0,36,25.420252
-44.0,44,25.446166
-41.0,41,25.487316
-46.0,46,25.525703
-39.0,39,25.549406
-38.0,38,25.571695
-39.0,39,25.596219
-46.0,46,25.622202
-36.0,36,25.645155
-38.0,38,25.671496
-162.0,162,25.768175
-37.0,37,25.791357
-155.0,155,25.882323
-38.0,38,25.904289
-45.0,45,25.931342
-39.0,39,25.955167
-45.0,45,26.045546
-39.0,39,26.067754
-46.0,46,26.09466
-40.0,40,26.11841
-43.0,43,26.145791
-38.0,38,26.167962
-47.0,47,26.195145
-40.0,40,26.216872
-45.0,45,26.241778
-42.0,42,26.263925
-43.0,43,26.289098
-39.0,39,26.313977
-44.0,44,26.338998
-41.0,41,26.361772
-40.0,40,26.384109
-39.0,39,26.40575
-40.0,40,26.42921
-41.0,41,26.450922
-43.0,43,26.477112
-41.0,41,26.499074
-39.0,39,26.522298
-49.0,49,26.552184
-41.0,41,26.575965
-42.0,42,26.600335
-39.0,39,26.623736
-40.0,40,26.6496
-41.0,41,26.672693
-45.0,45,26.701958
-41.0,41,26.726533
-43.0,43,26.752081
-45.0,45,26.781536
-41.0,41,26.806508
-44.0,44,26.832458
