# {"t_start": 1545327751.4926345, "env_id": "MountainCar-v0"} 
r,l,t
-3.0,3,0.604934
-3.0,3,0.606631
-3.0,3,0.608414
-3.0,3,0.610137
-3.0,3,0.612066
-3.0,3,0.613903
-3.0,3,0.61539
-3.0,3,0.617039
-3.0,3,0.618959
-3.0,3,0.620619
-3.0,3,0.622494
-3.0,3,0.624322
-3.0,3,0.626251
-3.0,3,0.628186
-3.0,3,0.630009
-3.0,3,0.63182
-3.0,3,0.633519
-3.0,3,0.634968
-3.0,3,0.636381
-3.0,3,0.637801
-3.0,3,0.639214
-3.0,3,0.640628
-3.0,3,0.642161
-3.0,3,0.643745
-3.0,3,0.6462
-3.0,3,0.648017
-3.0,3,0.649693
-3.0,3,0.651655
-3.0,3,0.653452
-3.0,3,0.655546
-3.0,3,0.657117
-3.0,3,0.658664
-3.0,3,0.660226
-3.0,3,0.661776
-3.0,3,0.663329
-3.0,3,0.664892
-3.0,3,0.666459
-3.0,3,0.66817
-3.0,3,0.669806
-3.0,3,0.671366
-3.0,3,0.672939
-3.0,3,0.674514
-3.0,3,0.676096
-3.0,3,0.677681
-3.0,3,0.679246
-3.0,3,0.680803
-3.0,3,0.682445
-3.0,3,0.684052
-3.0,3,0.685666
-3.0,3,0.687248
-3.0,3,0.688826
-3.0,3,0.690404
-3.0,3,0.691986
-3.0,3,0.69357
-3.0,3,0.695148
-3.0,3,0.696738
-3.0,3,0.698313
-3.0,3,0.699887
-3.0,3,0.701463
-3.0,3,0.703033
-3.0,3,0.7046
-3.0,3,0.70634
-3.0,3,0.708062
-3.0,3,0.709737
-3.0,3,0.711431
-3.0,3,0.713022
-3.0,3,0.714625
-3.0,3,0.716353
-3.0,3,0.718098
-3.0,3,0.719838
-3.0,3,0.721584
-3.0,3,0.723322
-3.0,3,0.725068
-3.0,3,0.726826
-3.0,3,0.728519
-3.0,3,0.730269
-3.0,3,0.73202
-3.0,3,0.733776
-3.0,3,0.73553
-3.0,3,0.737281
-3.0,3,0.739031
-3.0,3,0.740699
-3.0,3,0.742429
-3.0,3,0.74418
-3.0,3,0.745932
-3.0,3,0.747687
-3.0,3,0.749437
-3.0,3,0.751227
-3.0,3,0.753158
-3.0,3,0.755172
-3.0,3,0.756973
-3.0,3,0.758719
-3.0,3,0.760621
-3.0,3,0.762299
-3.0,3,0.764073
-3.0,3,0.765678
-3.0,3,0.767359
-3.0,3,0.769072
